service_provider,name_service,type_education,terms_service,service_forms,service_price,phone_numbers,web_site,e-mail,area_activity,classroom_hours
Индивидуальный предприниматель Гатауллина Юлия Касимулловна,Стилист по прическе,Повышение квалификации,48,Очная,18200,+7 (3452) 579-799,https://tumen.ecolespb.ru/,kruchkova@spbsot.ru,Парикмахерское исскусство,20
Индивидуальный предприниматель Гатауллина Юлия Касимулловна,Парикмахер-стилист,Повышение квалификации,368,Очная,83600,+7 (3452) 579-799,https://tumen.ecolespb.ru/,kruchkova@spbsot.ru,Парикмахерское исскусство,100
Индивидуальный предприниматель Гатауллина Юлия Касимулловна,Мастер барбершопа,Повышение квалификации,116,Очная,41400,+7 (3452) 579-799,https://tumen.ecolespb.ru/,kruchkova@spbsot.ru,Парикмахерское исскусство,36
Индивидуальный предприниматель Гатауллина Юлия Касимулловна,Парикмахер,Повышение квалификации,210,Очная,54300,+7 (3452) 579-799,https://tumen.ecolespb.ru/,kruchkova@spbsot.ru,Парикмахерское исскусство,90
Индивидуальный предприниматель Гатауллина Юлия Касимулловна,Парикмахер-универсал,Повышение квалификации,368,Очная,83600,+7 (3452) 579-799,https://tumen.ecolespb.ru/,kruchkova@spbsot.ru,Парикмахерское исскусство,100
Индивидуальный предприниматель Гатауллина Юлия Касимулловна,Мастер наращивания волос,Повышение квалификации,100,Очная,25800,+7 (3452) 579-799,https://tumen.ecolespb.ru/,kruchkova@spbsot.ru,Парикмахерское исскусство,36
Индивидуальный предприниматель Гатауллина Юлия Касимулловна,Тритментолог,Повышение квалификации,40,Очная,23600,+7 (3452) 579-799,https://tumen.ecolespb.ru/,kruchkova@spbsot.ru,Здравоохранение,20
Индивидуальный предприниматель Гатауллина Юлия Касимулловна,Курсы реконструкции волос ,Повышение квалификации,22,Очная,9900,+7 (3452) 575-995,https://tumen.ecolespb.ru/,kruchkova@spbsot.ru,Парикмахерское исскусство,10
Индивидуальный предприниматель Гатауллина Юлия Касимулловна,Курсы наращивания волос,Повышение квалификации,16,Очная,7400,+7 (3452) 575-995,https://tumen.ecolespb.ru/,kruchkova@spbsot.ru,Парикмахерское исскусство,8
Индивидуальный предприниматель Гатауллина Юлия Касимулловна,Курсы классического массажа,Повышение квалификации,32,Очная,13000,+7 (3452) 575-995,https://tumen.ecolespb.ru/,kruchkova@spbsot.ru,Массажист,10
Индивидуальный предприниматель Гатауллина Юлия Касимулловна,Курсы расслабляющего массажа,Повышение квалификации,16,Очная,6600,+7 (3452) 575-995,https://tumen.ecolespb.ru/,kruchkova@spbsot.ru,Массажист,8
Индивидуальный предприниматель Гатауллина Юлия Касимулловна,Курсы антицеллюлитного массажа,Повышение квалификации,24,Очная,9100,+7 (3452) 575-995,https://tumen.ecolespb.ru/,kruchkova@spbsot.ru,Массажист,10
Индивидуальный предприниматель Гатауллина Юлия Касимулловна,Курсы детского массажа,Повышение квалификации,24,Очная,11300,+7 (3452) 575-995,https://tumen.ecolespb.ru/,kruchkova@spbsot.ru,Массажист,10
